User, Question, Answer
11821,Performing music is very important to me.,50
11821,I prefer performances to auditions.,75
11821,Auditions make me nervous.,50
11821,I consider myself to be a perfectionist.,75
11821,Those who know me well would consider me to be a perfectionist.,50
11821,I am a competitive person by nature.,75
11821,I am a competitive person because of my musical/performance plans.,50
11821,I enjoy a challenge.,75
11821,I enjoy a competition.,50
11821,I tend to have anxiety about performances.,75
11821,I tend to have anxiety about auditions.,50
11821,My teacher understands my performance anxiety fully.,75
11821,My romantic partner understands my performance anxiety fully.,50
11821,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11821,I am disheartened by the odds for success as a singer/instrumentalist.,50
11821,I believe that  even if I don't sing/play for a living  I will be happy.,75
11821,Singing/playing is my top priority.,50
11821,Singing/playing is very high on my priority list.,75
11821,I consider myself to be a religious or spiritual person.,50
11821,I regularly attend religious services.,75
11821,I believe that a higher power is looking out for me.,50
11821,I believe that things happen for a reason.,75
11821,I believe that I choose what happens in my own life.,50
11821,I believe that much of my life has already been decided for me.,75
11821,I have complete control over the course my musical career takes.,50
11821,I have too little control over the course my musical career takes.,75
11821,I like to be in control.,50
11821,I feel uncomfortable if I don't have enough control.,75
11821,I feel uncomfortable if I have too much control.,50
11821,I deal well with conflicts.,75
11821,I am a non-confrontational person.,50
11821,My family and friends come to support me in my performances.,75
11821,I have a good support system in my family and/or friends.,50
11821,My friends and family want me to succeed with my voice/instrument.,75
11821,My friends and family understand my performance anxiety fully.,50
11821,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11821,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11821,There is a person or there are people who care about me succeeding as much as I do.,75
11821,I have a plan for combating any performance anxiety I might experience.,50
11821,I have a method for coping with stress that works.,75
11821,I plan too much for myself.,50
11821,I am good about setting boundaries and not taking on too much.,75
11821,I have personally experienced performance anxiety in my life.,50
11821,I have personally experienced performance anxiety in the recent past.,75
11821,I used to get nervous  but don't tend to do that anymore.,50
11821,I am an introverted individual.,75
11821,I am an extroverted individual.,50
11821,I fear the future.,75
11821,I am a positive thinker.,50
11821,I'm often negative.,75
11821,Important people will be at my performances.,50
11821,I am embarrassed by my nervousness.,75
11821,My heart is races when I perform.,50
11821,I breathe faster than normal when I perform.,75
11821,I sweat because of anxiety when I perform.,50
11821,I get cold because of anxiety when I perform.,75
11821,I can't get motivated for performances.,50
11821,I am more critical of myself than usual when a performance is imminent.,75
11821,I have trouble staying focused when anticipating a performance.,50
11821,I make more mistakes than I should when anticipating a performance.,75
11821,I imagine the worst when anticipating a performance.,50
11821,My voice is affected by my nervousness during a performance.,75
11821,My teacher doesn't think I perform as well as I should.,50
11821,My peers don't think I perform as well as I should.,75
11821,My family/friends don't think I perform as well as I should.,50
11821,My romantic partner doesn't think I perform as well as I should.,75
11821,My stomach gets upset when I perform.,50
11821,I feel jittery when I perform.,75
11821,I feel uneasy when I perform.,50
11821,During performances I am concerned about the outcome of that performance.,75
11821,I have memory slips because of anxiety when I perform.,50
11821,I have trouble sleeping when anticipating a performance.,75
11821,My eating habits change because of anxiety when anticipating a performance.,50
11821,Anxiety affects the amount of practicing I do.,75
11821,Anxiety affects the quality of my practicing.,50
11821,My sleep habits are affected by anxiety.,75
11821,I become irritable because of anxiety.,50
11821,I drink more alcohol because of anxiety.,75
11821,I use recreational drugs because of anxiety.,50
11821,I procrastinate because of anxiety.,75
11821,My relationships are affected by my anxiety.,50
11821,My general activity level is affected by anxiety.,75
11821,My throat gets dry because of anxiety during performances.,50
11821,I often want to cancel or reschedule my performances because of anxiety.,75
11821,I'd rather be singing/playing in a practice room than in front of people.,50
11821,Nervousness is negatively affecting my musical progress.,75
11821,I am driven to do my best.,50
11821,My quality of performing/singing/playing is consistent.,75
11821,I start new projects with lots of energy.,50
11821,I fear success.,75
11821,I function well at a high energy level.,50
11821,I am able to quiet mental chatter.,75
11821,I frequently imagine the worst.,50
11821,I need to learn how to relax.,75
11821,No matter how much I prepare  something always goes wrong.,50
11822,I consider myself to be a good musician.,25
11822,I believe I will have good audience turnout for my performances.,50
11822,I consider myself to be a natural performer.,6
11822,My family and friends come to support me in my performances.,75
11822,I used to get nervous  but don't tend to do that anymore.,25
11822,I fear the future.,6
11822,I am embarrassed by my nervousness.,50
11822,I have perfect/absolute pitch.,75
11822,I have strong relative pitch.,50
11822,I consider myself to be a good musician.,75
11822,I learn music easily.,50
11822,I memorize music easily.,75
11822,My voice/instrument teacher and I have a good relationship.,50
11822,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11822,I am critical of myself in my practicing.,50
11822,I tend to get sick near a performance.,75
11822,I am a generally healthy person.,50
11822,My diet is healthy.,75
11822,I get enough sleep on a regular basis.,50
11822,I exercise regularly.,75
11822,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11822,I deal with stress well.,75
11822,I am stressed more often than I should be.,50
11822,I am a generally anxious person.,75
11822,People who know me would say I am an anxious or stressed person.,50
11822,I feel like I belong at this school/in this career/avocation (related to music).,75
11822,I feel like I belong in my teacher's studio of students.,50
11822,I feel comfortable in my teacher's studio.,75
11822,I feel comfortable performing in front of my musical colleagues.,50
11822,My teacher believes in me and my vocal/instrumental ability.,75
11822,My family believes in me and my vocal/instrumental ability.,50
11822,I believe in myself and my vocal/instrumental ability.,75
11822,My teacher understands my musical goals.,50
11822,My teacher understands who I am as a person.,75
11822,I am a confident singer/player.,50
11822,I am a confident performer.,75
11822,I am easily distractible.,50
11822,I maintain my focus easily when singing/playing.,75
11822,I maintain my focus easily when practicing.,50
11822,I maintain my focus easily when performing.,75
11822,Staying focused during a performance can be a struggle.,50
11822,I believe I will have good audience turnout for my performances.,75
11822,As a child  I was a natural performer.,50
11822,I consider myself to be a natural performer.,75
11822,Those who know me would consider me to be a natural performer.,50
11822,I am sometimes down or depressed.,75
11822,I am often down or depressed.,50
11822,I like who I am as a person.,75
11822,I like who I am as a singer/player.,50
11822,I am a good singer/player.,75
11822,I am a physically attractive person.,50
11822,Others consider me to be a physically attractive person.,75
11822,I have a good relationship with my family.,50
11822,I have good relationships with my friends.,75
11822,If I am in one  I am happy in my romantic relationship.,50
11822,I am content with the frequency of my dating.,75
11822,I have a good relationship with my romantic partner.,50
11822,My romantic partner believes in me and my vocal/instrumental ability.,75
11822,My romantic partner understands my musical goals.,50
11822,My romantic partner understands who I am as a person.,75
11822,My romantic partner supports me in my performances.,50
11822,My romantic partner wants me to succeed with my voice/instrument.,75
11822,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11822,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11822,I sometimes have low self-esteem.,50
11822,I often have low self-esteem.,75
11822,I have other activities I take part in and enjoy besides singing/playing.,50
11822,A career as a professional musician is important to me.,75
11822,Performing music is very important to me.,50
11822,I prefer performances to auditions.,75
11822,Auditions make me nervous.,50
11822,I consider myself to be a perfectionist.,75
11822,Those who know me well would consider me to be a perfectionist.,50
11822,I am a competitive person by nature.,75
11822,I am a competitive person because of my musical/performance plans.,50
11822,I enjoy a challenge.,75
11822,I enjoy a competition.,50
11822,I tend to have anxiety about performances.,75
11822,I tend to have anxiety about auditions.,50
11822,My teacher understands my performance anxiety fully.,75
11822,My romantic partner understands my performance anxiety fully.,50
11822,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11822,I am disheartened by the odds for success as a singer/instrumentalist.,50
11822,I believe that  even if I don't sing/play for a living  I will be happy.,75
11822,Singing/playing is my top priority.,50
11822,Singing/playing is very high on my priority list.,75
11822,I consider myself to be a religious or spiritual person.,50
11822,I regularly attend religious services.,75
11822,I believe that a higher power is looking out for me.,50
11822,I believe that things happen for a reason.,75
11822,I believe that I choose what happens in my own life.,50
11822,I believe that much of my life has already been decided for me.,75
11822,I have complete control over the course my musical career takes.,50
11822,I have too little control over the course my musical career takes.,75
11822,I like to be in control.,50
11822,I feel uncomfortable if I don't have enough control.,75
11822,I feel uncomfortable if I have too much control.,50
11822,I deal well with conflicts.,75
11822,I am a non-confrontational person.,50
11822,My family and friends come to support me in my performances.,75
11822,I have a good support system in my family and/or friends.,50
11822,My friends and family want me to succeed with my voice/instrument.,75
11822,My friends and family understand my performance anxiety fully.,50
11822,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11822,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11822,There is a person or there are people who care about me succeeding as much as I do.,75
11822,I have a plan for combating any performance anxiety I might experience.,50
11822,I have a method for coping with stress that works.,75
11822,I plan too much for myself.,50
11822,I am good about setting boundaries and not taking on too much.,75
11822,I have personally experienced performance anxiety in my life.,50
11822,I have personally experienced performance anxiety in the recent past.,75
11822,I used to get nervous  but don't tend to do that anymore.,50
11822,I am an introverted individual.,75
11822,I am an extroverted individual.,50
11822,I fear the future.,75
11822,I am a positive thinker.,50
11822,I'm often negative.,75
11822,Important people will be at my performances.,50
11822,I am embarrassed by my nervousness.,75
11822,My heart is races when I perform.,50
11822,I breathe faster than normal when I perform.,75
11822,I sweat because of anxiety when I perform.,50
11822,I get cold because of anxiety when I perform.,75
11822,I can't get motivated for performances.,50
11822,I am more critical of myself than usual when a performance is imminent.,75
11822,I have trouble staying focused when anticipating a performance.,50
11822,I make more mistakes than I should when anticipating a performance.,75
11822,I imagine the worst when anticipating a performance.,50
11822,My voice is affected by my nervousness during a performance.,75
11822,My teacher doesn't think I perform as well as I should.,50
11822,My peers don't think I perform as well as I should.,75
11822,My family/friends don't think I perform as well as I should.,50
11822,My romantic partner doesn't think I perform as well as I should.,75
11822,My stomach gets upset when I perform.,50
11822,I feel jittery when I perform.,75
11822,I feel uneasy when I perform.,50
11822,During performances I am concerned about the outcome of that performance.,75
11822,I have memory slips because of anxiety when I perform.,50
11822,I have trouble sleeping when anticipating a performance.,75
11822,My eating habits change because of anxiety when anticipating a performance.,50
11822,Anxiety affects the amount of practicing I do.,75
11822,Anxiety affects the quality of my practicing.,50
11822,My sleep habits are affected by anxiety.,75
11822,I become irritable because of anxiety.,50
11822,I drink more alcohol because of anxiety.,75
11822,I use recreational drugs because of anxiety.,50
11822,I procrastinate because of anxiety.,75
11822,My relationships are affected by my anxiety.,50
11822,My general activity level is affected by anxiety.,75
11822,My throat gets dry because of anxiety during performances.,50
11822,I often want to cancel or reschedule my performances because of anxiety.,75
11822,I'd rather be singing/playing in a practice room than in front of people.,50
11822,Nervousness is negatively affecting my musical progress.,75
11822,I am driven to do my best.,50
11822,My quality of performing/singing/playing is consistent.,75
11822,I start new projects with lots of energy.,50
11822,I fear success.,75
11822,I function well at a high energy level.,50
11822,I am able to quiet mental chatter.,75
11822,I frequently imagine the worst.,50
11822,I need to learn how to relax.,75
11822,No matter how much I prepare  something always goes wrong.,50
11823,I believe I will have good audience turnout for my performances.,75
11823,Auditions make me nervous.,50
11823,I consider myself to be a perfectionist.,75
11823,My romantic partner understands my performance anxiety fully.,25
11823,I have complete control over the course my musical career takes.,75
11823,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,25
11823,Nervousness is negatively affecting my musical progress.,6
11823,I have perfect/absolute pitch.,75
11823,I have strong relative pitch.,50
11823,I consider myself to be a good musician.,75
11823,I learn music easily.,50
11823,I memorize music easily.,75
11823,My voice/instrument teacher and I have a good relationship.,50
11823,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11823,I am critical of myself in my practicing.,50
11823,I tend to get sick near a performance.,75
11823,I am a generally healthy person.,50
11823,My diet is healthy.,75
11823,I get enough sleep on a regular basis.,50
11823,I exercise regularly.,75
11823,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11823,I deal with stress well.,75
11823,I am stressed more often than I should be.,50
11823,I am a generally anxious person.,75
11823,People who know me would say I am an anxious or stressed person.,50
11823,I feel like I belong at this school/in this career/avocation (related to music).,75
11823,I feel like I belong in my teacher's studio of students.,50
11823,I feel comfortable in my teacher's studio.,75
11823,I feel comfortable performing in front of my musical colleagues.,50
11823,My teacher believes in me and my vocal/instrumental ability.,75
11823,My family believes in me and my vocal/instrumental ability.,50
11823,I believe in myself and my vocal/instrumental ability.,75
11823,My teacher understands my musical goals.,50
11823,My teacher understands who I am as a person.,75
11823,I am a confident singer/player.,50
11823,I am a confident performer.,75
11823,I am easily distractible.,50
11823,I maintain my focus easily when singing/playing.,75
11823,I maintain my focus easily when practicing.,50
11823,I maintain my focus easily when performing.,75
11823,Staying focused during a performance can be a struggle.,50
11823,I believe I will have good audience turnout for my performances.,75
11823,As a child  I was a natural performer.,50
11823,I consider myself to be a natural performer.,75
11823,Those who know me would consider me to be a natural performer.,50
11823,I am sometimes down or depressed.,75
11823,I am often down or depressed.,50
11823,I like who I am as a person.,75
11823,I like who I am as a singer/player.,50
11823,I am a good singer/player.,75
11823,I am a physically attractive person.,50
11823,Others consider me to be a physically attractive person.,75
11823,I have a good relationship with my family.,50
11823,I have good relationships with my friends.,75
11823,If I am in one  I am happy in my romantic relationship.,50
11823,I am content with the frequency of my dating.,75
11823,I have a good relationship with my romantic partner.,50
11823,My romantic partner believes in me and my vocal/instrumental ability.,75
11823,My romantic partner understands my musical goals.,50
11823,My romantic partner understands who I am as a person.,75
11823,My romantic partner supports me in my performances.,50
11823,My romantic partner wants me to succeed with my voice/instrument.,75
11823,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11823,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11823,I sometimes have low self-esteem.,50
11823,I often have low self-esteem.,75
11823,I have other activities I take part in and enjoy besides singing/playing.,50
11823,A career as a professional musician is important to me.,75
11823,Performing music is very important to me.,50
11823,I prefer performances to auditions.,75
11823,Auditions make me nervous.,50
11823,I consider myself to be a perfectionist.,75
11823,Those who know me well would consider me to be a perfectionist.,50
11823,I am a competitive person by nature.,75
11823,I am a competitive person because of my musical/performance plans.,50
11823,I enjoy a challenge.,75
11823,I enjoy a competition.,50
11823,I tend to have anxiety about performances.,75
11823,I tend to have anxiety about auditions.,50
11823,My teacher understands my performance anxiety fully.,75
11823,My romantic partner understands my performance anxiety fully.,50
11823,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11823,I am disheartened by the odds for success as a singer/instrumentalist.,50
11823,I believe that  even if I don't sing/play for a living  I will be happy.,75
11823,Singing/playing is my top priority.,50
11823,Singing/playing is very high on my priority list.,75
11823,I consider myself to be a religious or spiritual person.,50
11823,I regularly attend religious services.,75
11823,I believe that a higher power is looking out for me.,50
11823,I believe that things happen for a reason.,75
11823,I believe that I choose what happens in my own life.,50
11823,I believe that much of my life has already been decided for me.,75
11823,I have complete control over the course my musical career takes.,50
11823,I have too little control over the course my musical career takes.,75
11823,I like to be in control.,50
11823,I feel uncomfortable if I don't have enough control.,75
11823,I feel uncomfortable if I have too much control.,50
11823,I deal well with conflicts.,75
11823,I am a non-confrontational person.,50
11823,My family and friends come to support me in my performances.,75
11823,I have a good support system in my family and/or friends.,50
11823,My friends and family want me to succeed with my voice/instrument.,75
11823,My friends and family understand my performance anxiety fully.,50
11823,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11823,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11823,There is a person or there are people who care about me succeeding as much as I do.,75
11823,I have a plan for combating any performance anxiety I might experience.,50
11823,I have a method for coping with stress that works.,75
11823,I plan too much for myself.,50
11823,I am good about setting boundaries and not taking on too much.,75
11823,I have personally experienced performance anxiety in my life.,50
11823,I have personally experienced performance anxiety in the recent past.,75
11823,I used to get nervous  but don't tend to do that anymore.,50
11823,I am an introverted individual.,75
11823,I am an extroverted individual.,50
11823,I fear the future.,75
11823,I am a positive thinker.,50
11823,I'm often negative.,75
11823,Important people will be at my performances.,50
11823,I am embarrassed by my nervousness.,75
11823,My heart is races when I perform.,50
11823,I breathe faster than normal when I perform.,75
11823,I sweat because of anxiety when I perform.,50
11823,I get cold because of anxiety when I perform.,75
11823,I can't get motivated for performances.,50
11823,I am more critical of myself than usual when a performance is imminent.,75
11823,I have trouble staying focused when anticipating a performance.,50
11823,I make more mistakes than I should when anticipating a performance.,75
11823,I imagine the worst when anticipating a performance.,50
11823,My voice is affected by my nervousness during a performance.,75
11823,My teacher doesn't think I perform as well as I should.,50
11823,My peers don't think I perform as well as I should.,75
11823,My family/friends don't think I perform as well as I should.,50
11823,My romantic partner doesn't think I perform as well as I should.,75
11823,My stomach gets upset when I perform.,50
11823,I feel jittery when I perform.,75
11823,I feel uneasy when I perform.,50
11823,During performances I am concerned about the outcome of that performance.,75
11823,I have memory slips because of anxiety when I perform.,50
11823,I have trouble sleeping when anticipating a performance.,75
11823,My eating habits change because of anxiety when anticipating a performance.,50
11823,Anxiety affects the amount of practicing I do.,75
11823,Anxiety affects the quality of my practicing.,50
11823,My sleep habits are affected by anxiety.,75
11823,I become irritable because of anxiety.,50
11823,I drink more alcohol because of anxiety.,75
11823,I use recreational drugs because of anxiety.,50
11823,I procrastinate because of anxiety.,75
11823,My relationships are affected by my anxiety.,50
11823,My general activity level is affected by anxiety.,75
11823,My throat gets dry because of anxiety during performances.,50
11823,I often want to cancel or reschedule my performances because of anxiety.,75
11823,I'd rather be singing/playing in a practice room than in front of people.,50
11823,Nervousness is negatively affecting my musical progress.,75
11823,I am driven to do my best.,50
11823,My quality of performing/singing/playing is consistent.,75
11823,I start new projects with lots of energy.,50
11823,I fear success.,75
11823,I function well at a high energy level.,50
11823,I am able to quiet mental chatter.,75
11823,I frequently imagine the worst.,50
11823,I need to learn how to relax.,75
11823,No matter how much I prepare  something always goes wrong.,50
11824,I am a generally anxious person.,50
11824,I feel comfortable performing in front of my musical colleagues.,0
11824,I believe I will have good audience turnout for my performances.,0
11824,I am a good singer/player.,100
11824,My romantic partner believes in me and my vocal/instrumental ability.,0
11824,I consider myself to be a perfectionist.,25
11824,I frequently imagine the worst.,25
11824,I have perfect/absolute pitch.,75
11824,I have strong relative pitch.,50
11824,I consider myself to be a good musician.,75
11824,I learn music easily.,50
11824,I memorize music easily.,75
11824,My voice/instrument teacher and I have a good relationship.,50
11824,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11824,I am critical of myself in my practicing.,50
11824,I tend to get sick near a performance.,75
11824,I am a generally healthy person.,50
11824,My diet is healthy.,75
11824,I get enough sleep on a regular basis.,50
11824,I exercise regularly.,75
11824,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11824,I deal with stress well.,75
11824,I am stressed more often than I should be.,50
11824,I am a generally anxious person.,75
11824,People who know me would say I am an anxious or stressed person.,50
11824,I feel like I belong at this school/in this career/avocation (related to music).,75
11824,I feel like I belong in my teacher's studio of students.,50
11824,I feel comfortable in my teacher's studio.,75
11824,I feel comfortable performing in front of my musical colleagues.,50
11824,My teacher believes in me and my vocal/instrumental ability.,75
11824,My family believes in me and my vocal/instrumental ability.,50
11824,I believe in myself and my vocal/instrumental ability.,75
11824,My teacher understands my musical goals.,50
11824,My teacher understands who I am as a person.,75
11824,I am a confident singer/player.,50
11824,I am a confident performer.,75
11824,I am easily distractible.,50
11824,I maintain my focus easily when singing/playing.,75
11824,I maintain my focus easily when practicing.,50
11824,I maintain my focus easily when performing.,75
11824,Staying focused during a performance can be a struggle.,50
11824,I believe I will have good audience turnout for my performances.,75
11824,As a child  I was a natural performer.,50
11824,I consider myself to be a natural performer.,75
11824,Those who know me would consider me to be a natural performer.,50
11824,I am sometimes down or depressed.,75
11824,I am often down or depressed.,50
11824,I like who I am as a person.,75
11824,I like who I am as a singer/player.,50
11824,I am a good singer/player.,75
11824,I am a physically attractive person.,50
11824,Others consider me to be a physically attractive person.,75
11824,I have a good relationship with my family.,50
11824,I have good relationships with my friends.,75
11824,If I am in one  I am happy in my romantic relationship.,50
11824,I am content with the frequency of my dating.,75
11824,I have a good relationship with my romantic partner.,50
11824,My romantic partner believes in me and my vocal/instrumental ability.,75
11824,My romantic partner understands my musical goals.,50
11824,My romantic partner understands who I am as a person.,75
11824,My romantic partner supports me in my performances.,50
11824,My romantic partner wants me to succeed with my voice/instrument.,75
11824,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11824,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11824,I sometimes have low self-esteem.,50
11824,I often have low self-esteem.,75
11824,I have other activities I take part in and enjoy besides singing/playing.,50
11824,A career as a professional musician is important to me.,75
11824,Performing music is very important to me.,50
11824,I prefer performances to auditions.,75
11824,Auditions make me nervous.,50
11824,I consider myself to be a perfectionist.,75
11824,Those who know me well would consider me to be a perfectionist.,50
11824,I am a competitive person by nature.,75
11824,I am a competitive person because of my musical/performance plans.,50
11824,I enjoy a challenge.,75
11824,I enjoy a competition.,50
11824,I tend to have anxiety about performances.,75
11824,I tend to have anxiety about auditions.,50
11824,My teacher understands my performance anxiety fully.,75
11824,My romantic partner understands my performance anxiety fully.,50
11824,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11824,I am disheartened by the odds for success as a singer/instrumentalist.,50
11824,I believe that  even if I don't sing/play for a living  I will be happy.,75
11824,Singing/playing is my top priority.,50
11824,Singing/playing is very high on my priority list.,75
11824,I consider myself to be a religious or spiritual person.,50
11824,I regularly attend religious services.,75
11824,I believe that a higher power is looking out for me.,50
11824,I believe that things happen for a reason.,75
11824,I believe that I choose what happens in my own life.,50
11824,I believe that much of my life has already been decided for me.,75
11824,I have complete control over the course my musical career takes.,50
11824,I have too little control over the course my musical career takes.,75
11824,I like to be in control.,50
11824,I feel uncomfortable if I don't have enough control.,75
11824,I feel uncomfortable if I have too much control.,50
11824,I deal well with conflicts.,75
11824,I am a non-confrontational person.,50
11824,My family and friends come to support me in my performances.,75
11824,I have a good support system in my family and/or friends.,50
11824,My friends and family want me to succeed with my voice/instrument.,75
11824,My friends and family understand my performance anxiety fully.,50
11824,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11824,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11824,There is a person or there are people who care about me succeeding as much as I do.,75
11824,I have a plan for combating any performance anxiety I might experience.,50
11824,I have a method for coping with stress that works.,75
11824,I plan too much for myself.,50
11824,I am good about setting boundaries and not taking on too much.,75
11824,I have personally experienced performance anxiety in my life.,50
11824,I have personally experienced performance anxiety in the recent past.,75
11824,I used to get nervous  but don't tend to do that anymore.,50
11824,I am an introverted individual.,75
11824,I am an extroverted individual.,50
11824,I fear the future.,75
11824,I am a positive thinker.,50
11824,I'm often negative.,75
11824,Important people will be at my performances.,50
11824,I am embarrassed by my nervousness.,75
11824,My heart is races when I perform.,50
11824,I breathe faster than normal when I perform.,75
11824,I sweat because of anxiety when I perform.,50
11824,I get cold because of anxiety when I perform.,75
11824,I can't get motivated for performances.,50
11824,I am more critical of myself than usual when a performance is imminent.,75
11824,I have trouble staying focused when anticipating a performance.,50
11824,I make more mistakes than I should when anticipating a performance.,75
11824,I imagine the worst when anticipating a performance.,50
11824,My voice is affected by my nervousness during a performance.,75
11824,My teacher doesn't think I perform as well as I should.,50
11824,My peers don't think I perform as well as I should.,75
11824,My family/friends don't think I perform as well as I should.,50
11824,My romantic partner doesn't think I perform as well as I should.,75
11824,My stomach gets upset when I perform.,50
11824,I feel jittery when I perform.,75
11824,I feel uneasy when I perform.,50
11824,During performances I am concerned about the outcome of that performance.,75
11824,I have memory slips because of anxiety when I perform.,50
11824,I have trouble sleeping when anticipating a performance.,75
11824,My eating habits change because of anxiety when anticipating a performance.,50
11824,Anxiety affects the amount of practicing I do.,75
11824,Anxiety affects the quality of my practicing.,50
11824,My sleep habits are affected by anxiety.,75
11824,I become irritable because of anxiety.,50
11824,I drink more alcohol because of anxiety.,75
11824,I use recreational drugs because of anxiety.,50
11824,I procrastinate because of anxiety.,75
11824,My relationships are affected by my anxiety.,50
11824,My general activity level is affected by anxiety.,75
11824,My throat gets dry because of anxiety during performances.,50
11824,I often want to cancel or reschedule my performances because of anxiety.,75
11824,I'd rather be singing/playing in a practice room than in front of people.,50
11824,Nervousness is negatively affecting my musical progress.,75
11824,I am driven to do my best.,50
11824,My quality of performing/singing/playing is consistent.,75
11824,I start new projects with lots of energy.,50
11824,I fear success.,75
11824,I function well at a high energy level.,50
11824,I am able to quiet mental chatter.,75
11824,I frequently imagine the worst.,50
11824,I need to learn how to relax.,75
11824,No matter how much I prepare  something always goes wrong.,50
11825,I tend to get sick near a performance.,6
11825,I am a confident singer/player.,50
11825,As a child  I was a natural performer.,25
11825,I like who I am as a person.,0
11825,A career as a professional musician is important to me.,50
11825,I enjoy a competition.,50
11825,Singing/playing is my top priority.,75
11825,I have too little control over the course my musical career takes.,75
11825,Nervousness is negatively affecting my musical progress.,75
11825,I frequently imagine the worst.,25
11825,No matter how much I prepare  something always goes wrong.,100
11825,I have perfect/absolute pitch.,75
11825,I have strong relative pitch.,50
11825,I consider myself to be a good musician.,75
11825,I learn music easily.,50
11825,I memorize music easily.,75
11825,My voice/instrument teacher and I have a good relationship.,50
11825,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11825,I am critical of myself in my practicing.,50
11825,I tend to get sick near a performance.,75
11825,I am a generally healthy person.,50
11825,My diet is healthy.,75
11825,I get enough sleep on a regular basis.,50
11825,I exercise regularly.,75
11825,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11825,I deal with stress well.,75
11825,I am stressed more often than I should be.,50
11825,I am a generally anxious person.,75
11825,People who know me would say I am an anxious or stressed person.,50
11825,I feel like I belong at this school/in this career/avocation (related to music).,75
11825,I feel like I belong in my teacher's studio of students.,50
11825,I feel comfortable in my teacher's studio.,75
11825,I feel comfortable performing in front of my musical colleagues.,50
11825,My teacher believes in me and my vocal/instrumental ability.,75
11825,My family believes in me and my vocal/instrumental ability.,50
11825,I believe in myself and my vocal/instrumental ability.,75
11825,My teacher understands my musical goals.,50
11825,My teacher understands who I am as a person.,75
11825,I am a confident singer/player.,50
11825,I am a confident performer.,75
11825,I am easily distractible.,50
11825,I maintain my focus easily when singing/playing.,75
11825,I maintain my focus easily when practicing.,50
11825,I maintain my focus easily when performing.,75
11825,Staying focused during a performance can be a struggle.,50
11825,I believe I will have good audience turnout for my performances.,75
11825,As a child  I was a natural performer.,50
11825,I consider myself to be a natural performer.,75
11825,Those who know me would consider me to be a natural performer.,50
11825,I am sometimes down or depressed.,75
11825,I am often down or depressed.,50
11825,I like who I am as a person.,75
11825,I like who I am as a singer/player.,50
11825,I am a good singer/player.,75
11825,I am a physically attractive person.,50
11825,Others consider me to be a physically attractive person.,75
11825,I have a good relationship with my family.,50
11825,I have good relationships with my friends.,75
11825,If I am in one  I am happy in my romantic relationship.,50
11825,I am content with the frequency of my dating.,75
11825,I have a good relationship with my romantic partner.,50
11825,My romantic partner believes in me and my vocal/instrumental ability.,75
11825,My romantic partner understands my musical goals.,50
11825,My romantic partner understands who I am as a person.,75
11825,My romantic partner supports me in my performances.,50
11825,My romantic partner wants me to succeed with my voice/instrument.,75
11825,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11825,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11825,I sometimes have low self-esteem.,50
11825,I often have low self-esteem.,75
11825,I have other activities I take part in and enjoy besides singing/playing.,50
11825,A career as a professional musician is important to me.,75
11825,Performing music is very important to me.,50
11825,I prefer performances to auditions.,75
11825,Auditions make me nervous.,50
11825,I consider myself to be a perfectionist.,75
11825,Those who know me well would consider me to be a perfectionist.,50
11825,I am a competitive person by nature.,75
11825,I am a competitive person because of my musical/performance plans.,50
11825,I enjoy a challenge.,75
11825,I enjoy a competition.,50
11825,I tend to have anxiety about performances.,75
